"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
10388021,2021.95253,31.65274167,64.21753333,11,16,11,13.5,16,11,11
10388022,2021.952803,31.64907667,64.23981333,11,11,11,12.5,13,11,11
10388023,2021.953252,31.65932167,64.25031167,14,18,12,18,18,14,12
10389002,2022.031522,31.66868,64.16869333,106,106,106,107.5,107.5,24,12
10389003,2022.032251,31.66874,64.16308,40,62,51,51,62,40,12
10389004,2022.032894,31.662245,64.175965,109,102,94,94,102,77,13
10389005,2022.033796,31.66629833,64.16931667,112,108,108,114,113,112,26
10389006,2022.034315,31.6732,64.16201667,114.5,113.5,115,114.5,113.5,105,19
10389007,2022.034705,31.68026167,64.16961333,116,115.5,116,116,115.5,114,112
10389008,2022.034966,31.69654333,64.16730833,118,118,117,118,117,118,72
10389010,2022.035833,31.66709333,64.1674,104,104,104,104.5,104,102,24
10389015,2022.041433,31.66692833,64.16576167,103,101,103,103.5,103,97,15
10390008,2022.239855,31.67504333,64.16021667,100,108,108,112.5,108,100,64
10390009,2022.240487,31.66589,64.16955167,104,106.5,106.5,109.5,106.5,104,24
10390010,2022.241895,31.66703833,64.16648333,53,54,51,54,54,55,23
10390011,2022.242985,31.61244833,64.15042667,81,81,83,84,85,79,79
10390013,2022.243729,31.66727833,64.16736,94,98,96,96.5,98,56,30
10390014,2022.24398,31.66534,64.16604333,62,73.5,72,72,73.5,62,18
10390016,2022.246507,31.66696333,64.1667,75,80,80,86.5,80,13,11
10390018,2022.248723,31.66598333,64.166155,62,25,25,43.5,25,12,12
10390020,2022.251166,31.66449833,64.16794167,13,24,13,28.5,24,13,13
20390001,2022.262433,31.63068833,64.18570667,12,20.5,12,29.5,20.5,12,12
20390002,2022.263765,31.663605,64.22604667,15,12.5,12.5,17,12.5,11,11
20390003,2022.264384,31.65780167,64.25030167,18,17.5,17.5,19,17.5,12,12
10391006,2022.330143,31.66586667,64.181625,89,93,89,93.5,93,91,91
10391007,2022.330826,31.66625833,64.16820167,96,93,93,93.5,93,24,16
10391008,2022.332251,31.666095,64.16729,90,91,90,91.5,91,76,14
10391009,2022.332591,31.669605,64.17607833,82,82,84,86.5,86,84,84
10391010,2022.333255,31.61527833,64.18696167,93,89,89,89.5,89,87,11
10391011,2022.33356,31.59935333,64.21671667,112,103,103,104,103,12,12
10391014,2022.33551,31.66689,64.16699,113,17.5,17.5,111,17.5,13,11
10391015,2022.336014,31.66490667,64.16795,13,12.5,12.5,54.5,12.5,13,11
10391016,2022.336221,31.66324833,64.16734667,12,13,12,17.5,13,12,12
10391017,2022.336416,31.662055,64.16784167,12,11.5,11.5,14.5,11.5,12,12
10391020,2022.338904,31.66358,64.16532167,10,12,10,14.5,12,12,12
61428003,2022.361301,31.66654167,64.16742,17,9,11,17,11,11,11
10392007,2022.39051,31.67230167,64.17404667,19,13,13,16.5,13,11,11
10392008,2022.39247,31.66638,64.16994167,25,15,15,17.5,15,15,11
10392010,2022.393512,31.670945,64.20596167,17,16,17,18,16,15,11
10392011,2022.393839,31.66479667,64.25041833,28,12,12,14,12,12,12
10392015,2022.395949,31.66841333,64.16615667,13,13.5,13.5,15.5,13.5,13,11
10392016,2022.39629,31.66571333,64.16475833,11,12,11,14,12,11,11
10392017,2022.396499,31.64961333,64.16761,12,12,12,16,12,12,12
50059004,2022.437759,31.66557333,64.16542667,40,13.5,13.5,36.5,13.5,12,12
10393005,2022.488879,31.66645667,64.166465,38,11,11,19,11,12,12
10393007,2022.48949,31.65157833,64.144545,17,12,11,17,11,12,12
10393008,2022.490196,31.66519833,64.16564667,40,20.5,20.5,23.5,20.5,22,20
10393009,2022.491113,31.666875,64.16907667,32,16,16,20.5,16,18,12
10393010,2022.491914,31.6557,64.20436333,34,17.5,17.5,23.5,17.5,20,12
10393011,2022.492194,31.67909833,64.21210667,30,11.5,11.5,19.5,11.5,18,12
10393012,2022.492477,31.67375167,64.22596,14,10,10,14,11.5,12,12
10393013,2022.492983,31.67459833,64.233505,12.5,10,11,12.5,10,11,11
10393015,2022.494397,31.66434833,64.16720333,18,14,13,18,13,12,12
10393016,2022.494935,31.667655,64.16565833,17.5,10.5,10.5,17.5,10.5,12,12
10394006,2022.532882,31.653615,64.18161167,16.5,13,19,16.5,13,11,11
10394007,2022.533514,31.66716,64.16103833,15,14,12.5,15,12.5,12,12
10394008,2022.534136,31.66354167,64.170815,14.5,12.5,12,14.5,12.5,12,12
10394009,2022.534998,31.66640167,64.17390333,19,10.5,22,19,10.5,12,12
10394010,2022.535519,31.64362833,64.17979333,14.5,10,17,14.5,10,11,11
10394011,2022.536045,31.62555333,64.19890667,11.5,10,11,11.5,10,11,11
10394012,2022.536358,31.60727667,64.213975,11,10,11,11,10,11,11
10394015,2022.538847,31.66638,64.16634833,36,10.5,10.5,11.5,10.5,12,12
61434003,2022.589346,31.66692667,64.16547667,12.5,11.5,12,12.5,11.5,12,12
10395008,2022.615065,31.66078833,64.16453833,13,12.5,12,13,12.5,12,12
10395009,2022.615803,31.66600333,64.16633667,10.5,10,11,10.5,10,11,11
10395010,2022.617127,31.66604833,64.16527667,12,11.5,12,12,11.5,12,12
10395011,2022.617704,31.67315167,64.164235,20.5,19.5,25,20.5,19.5,19,11
10395012,2022.618177,31.69561667,64.201175,13.5,13,11,13.5,13,11,11
10396006,2022.708052,31.665985,64.16844667,14.5,12.5,12.5,14.5,12.5,12,12
10396007,2022.710282,31.66421167,64.16768667,14,12,12,14,12,11,11
10396008,2022.710868,31.67735333,64.20061,17.5,15,15,17.5,15,15,11
10396009,2022.711197,31.68819,64.22140833,12,17,12,21,17,12,12
10396010,2022.711507,31.68172833,64.2267,11,16,11,21.5,16,11,11
10396011,2022.711904,31.68231833,64.21976667,26,18,12,26,18,12,12
10396012,2022.71359,31.67274333,64.167665,32.5,31,31,32.5,31,29,21
61437003,2022.742637,31.66242333,64.14888167,11,13,11,18,13,11,11
10397006,2022.779458,31.673265,64.16191833,33.5,22,22,33.5,22.5,22,20
10397007,2022.78003,31.66771333,64.16479667,53,29,29,33.5,29,29,23
10397008,2022.782083,31.66706,64.16643833,57,35,37,39,37,37,19
10397009,2022.782654,31.66444,64.16431833,48,30.5,30.5,37,30.5,32,24
10397010,2022.782829,31.66642333,64.16440833,55,24.5,24.5,34,24.5,23,23
10397015,2022.788018,31.666565,64.16961667,36.5,34.5,34.5,36.5,34.5,26,26
10397016,2022.788295,31.66987167,64.16871667,56,24.5,24.5,35,24.5,22,12
10397017,2022.788583,31.66650167,64.16556167,34,33,33,37,33,34,12
10398002,2022.89747,31.67438833,64.15796833,64,68,64,64,64,64,54
10398003,2022.898105,31.67437833,64.15512833,77,87,77,77,77,77,11
10398004,2022.898723,31.66534833,64.16670167,64,64,64,65.5,64.5,64,14
10398005,2022.899534,31.66695167,64.16401167,56,0,48,66,66,68,30
10398006,2022.900103,31.66858667,64.13728667,75,73.5,75,75,73.5,73,45
10398007,2022.900546,31.676925,64.10723667,67,81,67,67.5,67,63,63
10398008,2022.900818,31.660125,64.13358833,74,69,74,74,69,64,54
10398013,2022.906946,31.66656333,64.16721333,70,68.5,68.5,70,68.5,32,40
10399007,2022.948105,31.66671,64.166825,85,82.5,82.5,85,82.5,81,37
10399010,2022.949625,31.675495,64.149115,96,81,81,82,81,72,28
10399011,2022.950211,31.667595,64.166615,40,53,53,53.5,53,40,12
10399014,2022.952275,31.67307333,64.16396,94,59.5,59.5,70.5,59.5,52,32
10399015,2022.952934,31.66679,64.16630333,60,71.5,52,73.5,71.5,60,52
10399016,2022.954336,31.66723667,64.16779167,105,104.5,105,106.5,104.5,105,41
10399017,2022.954962,31.66146667,64.149415,99,99.5,99,100.5,99.5,99,99
10399019,2022.957099,31.66818833,64.16692667,103,100.5,104,103,100.5,34,34
10399020,2022.957374,31.688385,64.16349,112,106.5,106.5,107,106.5,44,12
10399021,2022.957764,31.70183833,64.15818333,101,84.5,84.5,88.5,84.5,37,37
10399022,2022.958004,31.69976667,64.14578333,97,87,87,88.5,87,31,31
10399023,2022.958349,31.71154333,64.14001333,17,77.5,29,77.5,77.5,17,29
10400002,2023.026627,31.638905,64.12326333,108,93.5,93.5,103,93.5,84,54
10400003,2023.027061,31.66802667,64.17512,104,102.5,102.5,105,102.5,102,12
10400011,2023.030999,31.66657167,64.16600667,32,448,16,109,108,106,16
10400012,2023.0316,31.65184167,64.18188,115,495,115,115.5,115,111,111
10400013,2023.032028,31.62638333,64.19383667,102,102.5,102,104.5,102.5,102,52
10400014,2023.032399,31.61963833,64.21222167,105,105,105,105,105,39,39
10400017,2023.033995,31.66705667,64.16125833,108,108,108,109,108.5,108,48
10401007,2023.096857,31.67000167,64.16232667,131,131.5,129,130.5,131.5,85,19
10401008,2023.09738,31.66724,64.17581333,135,123.5,123.5,124.5,123.5,105,11
10401009,2023.09778,31.64432667,64.15267,133,133,133,136.5,133,121,47
10401010,2023.098113,31.640415,64.16061333,63,115.5,63,116,115.5,63,63
10401011,2023.098628,31.66269333,64.15993333,51,118,61,117,118,51,61
10401012,2023.099855,31.665555,64.163475,129,125.5,125.5,126,125.5,97,97
10402003,2023.213527,31.65590667,64.17355833,197,132,132,213,132,197,23
10402004,2023.214511,31.66611167,64.16666167,73,167,73,205.5,167,73,73
10402005,2023.215072,31.66804833,64.16936667,210,172,172,185.5,172,116,104
10402006,2023.215478,31.65275333,64.16274167,136,138,138,156.5,138,136,16
10402007,2023.215818,31.66167833,64.17238667,14,15.5,14,27.5,15.5,14,14
10402008,2023.216155,31.64968833,64.17228333,14,17,14,26,17,14,14
10402017,2023.224229,31.679125,64.07678,14,23.5,12,123.5,23.5,14,12
10402018,2023.225928,31.66797833,64.16538667,87,238.5,11,243.5,238.5,87,11
10402019,2023.227121,31.66664667,64.16676,13,24.5,13,140,24.5,13,13
10402020,2023.228718,31.66574333,64.165785,43,63.5,35,64.5,63.5,43,35
10403003,2023.280822,31.667325,64.16920833,31,31.5,31,33.5,31.5,33,17
10403004,2023.281421,31.70388667,64.20202833,11,17.5,11,28,17.5,11,11
10403005,2023.281817,31.66762667,64.169775,0,11,11,15.5,11,11,11
10403007,2023.283453,31.66707667,64.16676833,27,32.5,31,35,32.5,27,21
10403008,2023.284199,31.66504167,64.17164167,11,25,11,35,25,11,11
10403010,2023.285675,31.66827333,64.16813,39,15,17,18,17,17,15
10403011,2023.286189,31.66271667,64.18368667,42,15.5,15.5,17.5,15.5,14,12
10403012,2023.28671,31.67754667,64.20791667,52,20,20,28.5,20,12,12
10403013,2023.287051,31.69256333,64.226315,11,18.5,11,26,18.5,11,11
10403014,2023.287607,31.70075833,64.23324833,0,14,11,20,14,11,11
10404009,2023.360301,31.67241333,64.164495,55,55,54,55,54,51,33
10404010,2023.360928,31.66839333,64.16794,54,15.5,15.5,46.5,15.5,12,12
10404011,2023.362338,31.669445,64.16591167,49,50,50,50.5,50,41,41
10404013,2023.363417,31.69995667,64.18108833,53,48,48,49.5,48,11,11
10404014,2023.363655,31.71760833,64.17062833,11,11,11,38,11,11,11
10404015,2023.363919,31.73573667,64.16635667,11,11,11,13.5,11,11,11
10404021,2023.366897,31.66477167,64.16884667,40,22,22,26,22,12,12
10405007,2023.469912,31.66076333,64.16456333,13,11,12,13,11,12,12
10405008,2023.470546,31.665135,64.16518167,22,16,16,19,16,14,12
10405009,2023.472,31.66209167,64.16830833,9.5,9,9,9.5,9,11,11
10405011,2023.473006,31.67021,64.1537,11,10,11,11,10,11,11
10405012,2023.473364,31.66727333,64.16345,12,11,11,12,11,11,11
10405013,2023.473697,31.66060333,64.15423833,15.5,15,13,15.5,13,11,11
10405017,2023.475609,31.66525167,64.17544167,12,12,12,13.5,12.5,14,14
10405018,2023.475868,31.661255,64.16978667,0,0,0,10.5,10,12,12
50060003,2023.495965,31.66470333,64.16744167,15,14,15,15.5,14,15,11
50060025,2023.526075,31.666905,64.16706,21.5,20.5,21,21.5,20.5,21,21
10406008,2023.568204,31.666235,64.16560333,11.5,10,11,11.5,10,11,11
10406009,2023.568655,31.65784667,64.15195833,13,10,11,13,10,11,11
10406010,2023.569321,31.66522667,64.16452333,11.5,10,11,11.5,10,11,11
10406011,2023.570554,31.66529667,64.16418833,11,10,11,11,10,11,11
10406013,2023.57164,31.64723333,64.13264167,11.5,10.5,12,11.5,10.5,12,12
10406014,2023.572022,31.64619333,64.11856833,13.5,12.5,15,13.5,12.5,11,11
10406015,2023.572329,31.63769,64.09555167,14,12,12,14,12,12,12
10406017,2023.574842,31.666915,64.16568833,11.5,10.5,12,11.5,10.5,12,12
61455003,2023.600266,31.66669333,64.16681333,21,21,14.5,21,14.5,13,11
10407010,2023.620784,31.65703833,64.17137667,21,17.5,25,21,17.5,11,11
10407011,2023.621452,31.66659,64.16734,18,10.5,23,18,10.5,11,11
10407012,2023.622664,31.66516833,64.16376333,20.5,19,23,20.5,19,19,11
10407013,2023.623229,31.65781167,64.177245,20,19,21,20,19,17,11
10407014,2023.623638,31.65458,64.20552333,18,17,21,18,17,11,11
10407015,2023.623927,31.65167667,64.211915,18,16,13.5,18,13.5,12,12
10407016,2023.624169,31.65542,64.22045,20.5,15,14,20.5,14,11,11
10407017,2023.624465,31.65056333,64.23164667,10.5,9.5,11,10.5,9.5,11,11
10407020,2023.626376,31.66512833,64.16568,13.5,12,12,13.5,12,12,12
10408004,2023.717548,31.66121,64.16088667,11,10,10,11,10,11,11
10408006,2023.719557,31.666295,64.168065,12,11,11,12,11,12,12
10408008,2023.721324,31.668095,64.16694,12,13,12,13.5,13,12,12
10408009,2023.721846,31.66540333,64.169635,14,16.5,14,19.5,16.5,14,14
10408010,2023.722196,31.71183667,64.205145,35,32,26,35,32,30,26
10409008,2023.793272,31.66786,64.16798833,49.5,48,50,49.5,48,46,42
10409009,2023.793908,31.66536333,64.16691833,36,35,37,36,35,35,11
10409010,2023.795293,31.66578333,64.16580833,58,58,56.5,58,56.5,56,16
10409011,2023.795849,31.66576833,64.157395,58,54,54,58,56,28,16
10409012,2023.796239,31.67135,64.16388667,46,45,46,46,45,44,40
10409013,2023.796556,31.68926833,64.175735,40,39,41,40,39,39,39
10409014,2023.796927,31.72301833,64.19955167,37,36.5,37,37,36.5,37,37
10409019,2023.799326,31.67094167,64.16287,44,40,40,44,42,12,12
61460003,2023.833061,31.66383167,64.16461333,65,65,65,65,65,61,59
10410007,2023.877978,31.66901833,64.17056667,73,73,71.5,73,71.5,23,13
10410008,2023.884448,31.63003167,64.16408333,64,42,42,55,42,34,22
10410009,2023.885803,31.66793333,64.16862167,36,31.5,31.5,68,31.5,32,26
10410010,2023.886674,31.66265333,64.16543,79,65.5,67,70,65.5,69,39
10410011,2023.887118,31.66966833,64.17165833,60,60.5,60.5,62,60.5,58,58
10410012,2023.88855,31.66980833,64.16628833,67,65,65,67.5,65.5,67,23
10410013,2023.889562,31.59826,64.22098833,71,65,65,66.5,65,61,15
61462003,2023.909507,31.66686833,64.167285,51,37.5,51,40,37.5,27,17
10411006,2023.946577,31.66647,64.16711333,64,64,62.5,64.5,62.5,60,14
10411007,2023.947255,31.666855,64.16684667,77,74.5,77,77.5,74.5,73,73
10411008,2023.948818,31.667645,64.161725,67,69.5,69,69,69.5,35,35
10411009,2023.949433,31.675025,64.180375,67,68,68,69,68,19,61
10411010,2023.949844,31.707005,64.19598167,77.5,77,79,77.5,77,15,13
10411011,2023.950126,31.72370167,64.19850333,84,89,84,84,84,25,21
10411012,2023.950586,31.742905,64.205075,21,69.5,21,55.5,69.5,21,21
10411015,2023.95251,31.67061667,64.16657333,84,84,84,85,84,84,20
61465002,2023.973174,31.66368167,64.1713,80,80,78.5,80,78.5,76,12
10412009,2024.042568,31.67049167,64.16709,114,116.5,116.5,123.5,116.5,114,16
10412010,2024.043279,31.66648667,64.16707667,136,87.5,87.5,125,87.5,12,12
10412011,2024.045118,31.66317333,64.16851833,135,125,125,133.5,125,65,61
10412012,2024.045598,31.665785,64.16572667,148,110.5,110.5,133.5,110.5,64,12
10412013,2024.047338,31.668065,64.169355,135,127.5,127.5,139.5,127.5,93,25
10412014,2024.048103,31.69906333,64.191605,142,127,127,140.5,127,110,104
10412015,2024.048374,31.71599167,64.19510167,143,120.5,120.5,138,120.5,115,87
10412016,2024.048622,31.72059167,64.188525,20,113.5,20,131.5,113.5,20,20
10413001,2024.117384,31.66490667,64.167665,208,208.5,206,212.5,208.5,26,26
10413002,2024.117663,31.66858167,64.16368833,202,199.5,199.5,209,199.5,34,34
10413003,2024.11864,31.6655,64.16632167,36,202.5,26,208.5,202.5,36,26
10413005,2024.126575,31.66383,64.16684,74,212.5,74,214.5,212.5,134,18
10413006,2024.127298,31.623825,64.13768167,211,214,211,216.5,214,211,141
10413007,2024.127964,31.64133,64.10089833,165,178,163,179,178,165,163
20413002,2024.159354,31.66623167,64.164425,165,180.5,167,185,180.5,109,11
20413003,2024.160407,31.64260667,64.08087167,14,29,14,49.5,29,14,14
10414004,2024.190877,31.66712833,64.16884333,38,39.5,36,46.5,39.5,38,36
10414008,2024.196482,31.66505333,64.17952,82,125,125,128.5,125,82,24
10414009,2024.19759,31.66685333,64.16767833,102,112.5,102,112.5,112.5,100,100
10414010,2024.198613,31.68696167,64.14085,100,106.5,104,110.5,106.5,26,16
10414011,2024.198884,31.68943833,64.119475,21,55.5,21,84,55.5,21,21
10414012,2024.199127,31.694325,64.09047333,39,83,37,84.5,83,39,37
10414014,2024.20104,31.65913333,64.14095,26,29.5,26,29.5,29.5,28,26
20414001,2024.232988,31.666405,64.16844,70,71.5,70,72.5,71.5,66,28
10415006,2024.291206,31.66081167,64.17703667,10,12,10,12.5,12,12,12
10415007,2024.291902,31.66722667,64.166655,12,18,12,34,18,12,12
10415008,2024.293124,31.66701333,64.16872167,14,12,14,14.5,14,12,12
10415009,2024.293733,31.71304333,64.13891833,14,15,14,15.5,15,12,12
10415010,2024.294071,31.733925,64.110555,25,11.5,11.5,13,11.5,11,11
10415015,2024.296879,31.66587333,64.16398167,9,11,9,11.5,11,11,11
20415002,2024.316803,31.66667333,64.16624333,24.5,23.5,26,24.5,23.5,12,12
20415003,2024.316944,31.66172667,64.16499,26,23.5,23.5,23.5,23.5,12,12
20415004,2024.317684,31.66714333,64.16500833,28,30,28,32,30,18,12
20415005,2024.318192,31.67681333,64.13852,37,38.5,37,39,38.5,35,15
20415006,2024.318655,31.69963333,64.09225,28,24,24,28,24,14,12
20415011,2024.321055,31.66889167,64.16737167,32,32.5,32,34.5,32.5,26,20
20415012,2024.321638,31.666575,64.157205,36,35.5,36,37.5,35.5,22,18
20415013,2024.321976,31.67196333,64.16035833,35,35.5,35,36,35.5,31,31
10416001,2024.43111,31.68202333,64.163805,11.5,10.5,10.5,11.5,10.5,12,12
10416008,2024.440644,31.66689,64.16360667,13,12.5,13,13,12.5,13,11
10416009,2024.440951,31.66177667,64.16744167,12,12,12,13,12.5,12,12
10416010,2024.441724,31.672925,64.17769167,15,11,15,15,11,11,11
10416011,2024.441997,31.67877,64.19764833,13.5,11.5,14,13.5,11.5,12,12
10416012,2024.44235,31.69872167,64.19706833,9,19,9,9.5,9,11,11
10416015,2024.444822,31.66387833,64.16640833,13,12,14,13,12,12,12
50061004,2024.485322,31.66801167,64.16551667,19,15.5,12,19,15.5,12,12
50061005,2024.485637,31.66618833,64.16675167,15,12.5,11,15,12.5,11,11
10417007,2024.542401,31.66222667,64.162405,10.5,10,12,10.5,10,12,12
10417008,2024.543067,31.66523,64.16499667,13,11.5,13,13.5,11.5,11,11
10417009,2024.544397,31.66545,64.16773833,11.5,11,11,11.5,11,11,11
10417010,2024.545088,31.66239333,64.15343333,18,17.5,16,18,17.5,18,16
10417011,2024.545435,31.67182333,64.12705,13,13,13,13,13,13,13
10417012,2024.545778,31.65707167,64.10453667,11,10,10,11,10.5,12,12
10417013,2024.546249,31.643705,64.08488833,16,14,20,16,14,12,12
10417015,2024.548476,31.66589167,64.164725,11,11,10,11,10,11,11
10418009,2024.633927,31.66671,64.17090167,13,11.5,11.5,13,11.5,12,12
10418011,2024.635995,31.66543167,64.16493833,10.5,9.5,9.5,10.5,9.5,11,11
10418013,2024.637363,31.66732833,64.160445,11,10.5,10.5,12,10.5,11,11
10418014,2024.63805,31.64579167,64.15251,12,12,12,13.5,12,12,12
10418015,2024.638378,31.632325,64.17807333,11,10,10,11,10,11,11
10418016,2024.638703,31.63313667,64.19609,14,12,12,14,12,11,11
10418020,2024.641289,31.664935,64.17179,11,10.5,10.5,11,10.5,12,12
10419007,2024.698197,31.66907167,64.1597,28,28,28,28.5,28.5,30,28
10419008,2024.699029,31.665505,64.16561167,24,19,34,24,19,16,12
10419009,2024.700226,31.66846333,64.16757833,24,23.5,37,24,23.5,23,11
10419010,2024.700827,31.67,64.17586,32,31,35,32,31,31,19
10419011,2024.701218,31.67996,64.16695833,27.5,26.5,36,27.5,26.5,22,12
10419012,2024.701567,31.67101333,64.184005,39,11,11,25,11,11,11
10419015,2024.704389,31.66778167,64.16627667,28,28,28,30,28,12,12
10420007,2024.785599,31.67317,64.16097667,48,15.5,15.5,40,15.5,14,12
10420008,2024.786246,31.66515667,64.16597167,38,38,23.5,38,23.5,12,12
10420009,2024.787701,31.66645333,64.16529667,46.5,45,47,46.5,45,45,17
10420010,2024.788261,31.676415,64.16713333,42,42,42,42.5,42,42,12
10420011,2024.788678,31.69174667,64.16466833,41,39,41,41.5,39,39,11
10420012,2024.788995,31.70341833,64.17791167,40,15.5,40,40,15.5,36,12
10420014,2024.791564,31.66605333,64.16522167,25,16,12,25,16,12,12
10421006,2024.889568,31.664705,64.17191333,69,33.5,33.5,69,33.5,26,14
10421007,2024.89027,31.66468,64.165805,73,42,42,73,42,35,25
10421008,2024.891577,31.66504333,64.16441667,74,52,52,59,52,40,40
10421009,2024.892192,31.67398167,64.16494667,69,43.5,43.5,60.5,43.5,37,13
10421010,2024.892557,31.67351167,64.17018333,61.5,43,70,61.5,43,32,22
10421011,2024.892909,31.69801,64.16944,69,46.5,46.5,68.5,46.5,43,21
10421013,2024.897896,31.67144667,64.178045,71,70.5,71,72,70.5,69,67
10421014,2024.898232,31.66694667,64.16964833,75,73,73,74,73,73,73
10421015,2024.89845,31.66669333,64.16599833,78,76,76,77.5,76,74,22
10421016,2024.899158,31.66944333,64.16772167,78,78,77,79.5,77,64,12
10421019,2024.900848,31.66710167,64.16742,81,85,81,81.5,81,79,19
10422004,2024.949408,31.66861667,64.16795167,133,55.5,55.5,118.5,55.5,99,29
10422005,2024.950495,31.66815333,64.16580167,122,36.5,36.5,102,36.5,12,12
10422007,2024.955057,31.67503,64.16403167,126,109.5,109.5,115.5,109.5,108,100
10422008,2024.955557,31.66644333,64.167845,122,114,114,117.5,114,112,106
10422010,2024.95718,31.66714833,64.16598,128,129,124,130.5,129,130,84
10422011,2024.957662,31.67623,64.194335,124,124,124,126.5,124,126,36
10422012,2024.957935,31.68628167,64.22734167,125,121.5,123,125.5,121.5,123,13
10423002,2025.043508,31.66683667,64.18272667,124,140,140,144,140,124,30
10423004,2025.044795,31.66702833,64.16462667,40,57.5,57.5,74,57.5,40,18
10423005,2025.045337,31.67082333,64.16032833,20,71.5,18,81,71.5,20,18
10423006,2025.045732,31.68739,64.10689333,25,108,25,118,108,25,25
10423009,2025.048014,31.667085,64.16592,76,89.5,74,90.5,89.5,76,74
10423010,2025.048623,31.66668,64.16632333,76,85,85,87.5,85,76,16
10423014,2025.0514,31.66826833,64.16588167,23,165,23,178.5,165,23,23
20423003,2025.076817,31.66634167,64.166055,39,48,48,52,48,39,25
20423004,2025.077627,31.66674,64.16547333,71,72.5,71,73,72.5,67,21
20423005,2025.078571,31.67595333,64.09505833,54,49.5,49.5,50.5,49.5,12,12
10424005,2025.112218,31.66445667,64.17073,16,19,16,19.5,19,16,16
10424006,2025.113269,31.66610167,64.16547667,33,36,33,36,36,33,21
10424007,2025.113818,31.65724167,64.15439167,29,33,31,33,33,31,31
10424008,2025.114172,31.647505,64.13374833,36,40.5,36,40.5,40.5,24,18
10424009,2025.114566,31.63654833,64.109015,45,51.5,49,52,51.5,45,25
10424011,2025.117045,31.667255,64.16341833,12,16,12,19.5,16,12,12
10424015,2025.120143,31.65576167,64.157665,34,16.5,16.5,19,16.5,12,12
10425004,2025.169751,31.66461667,64.16936667,27,30,27,33,30,27,21
10425005,2025.17079,31.66515,64.1653,35,37,35,39,37,37,29
10425007,2025.171357,31.64976667,64.13331667,51,47,53,56,56,45,45
10425009,2025.171768,31.64798333,64.11116667,37,52,33,51.5,52,37,33
10425010,2025.172085,31.63438333,64.08936667,14,53,14,53.5,53,14,14
10425012,2025.174503,31.66428333,64.16678333,64,92,66,93,92,64,66
10425013,2025.174876,31.67686667,64.12881667,91,91,91,91.5,92,89,43
92504001,2025.186811,31.64971667,64.18858333,92,93,92.5,92.5,93,88,12
10426001,2025.254804,31.66485833,64.15883333,33,31,31,31,31,17,17
10426002,2025.255592,31.66601333,64.16255,27,31,29,30.5,31,21,11
10426003,2025.25617,31.66193,64.13539,31,34,33,34,34,29,29
10426004,2025.256575,31.653795,64.0975,28,30.5,30,31,30.5,20,12
10426007,2025.25937,31.66525667,64.16555,37,20.5,20.5,29.5,20.5,13,13
10426012,2025.262281,31.66591167,64.161625,0,13,12,15.5,13,12,12
10427001,2025.336341,31.67854333,64.15855,11,11,11,16,18,11,11
10427002,2025.336651,31.66975167,64.16717667,0,10.5,10.5,12,10.5,12,12
10427003,2025.337732,31.666215,64.16566167,15,16.5,16.5,17,16.5,15,13
10427004,2025.338369,31.67339,64.14397833,12,13,12,14.5,13,12,12
10427005,2025.338704,31.68426,64.122395,9,11.5,9,12,11.5,11,11
10427006,2025.339045,31.70529,64.11205667,11,0,11,14,13,11,11
10427008,2025.341497,31.66850333,64.166045,36,21.5,21.5,31,21.5,12,12
10427009,2025.342059,31.58651667,64.18942667,9,9.5,9,10.5,9.5,11,11
10428006,2025.418948,31.65697,64.150235,18,11,20,18,11,12,12
10428008,2025.419871,31.66373167,64.16672667,15,14,14,16.5,14,15,13
10428009,2025.420554,31.64885,64.13469333,17,16,16,18,16,17,15
10428010,2025.420951,31.64954667,64.10090833,18,17,18,18.5,17,12,12
10428011,2025.421347,31.63143833,64.08619667,20.5,13.5,22,20.5,13.5,12,12
10428014,2025.423921,31.66678,64.16885667,27.5,26,28,27.5,26,12,12
10428020,2025.426903,31.66771167,64.16739333,23,10.5,25,23,10.5,11,11
50063007,2025.473394,31.66839667,64.16697333,10,10,10,11,10.5,12,12
50063008,2025.473467,31.672035,64.17299,10.5,10,12,10.5,10,12,12
10429003,2025.528604,31.66144333,64.14773167,11,11,11,11.5,11,13,11
10429005,2025.529519,31.66743833,64.17001333,10,9,9,10,9.5,11,11
10429006,2025.530154,31.68333667,64.17012667,10,9.5,11,10,9.5,11,11
10429007,2025.530544,31.69242833,64.15849833,10,12,10,10,10,12,12
10429008,2025.530885,31.69474833,64.154025,10.5,10,12,10.5,10,12,12
10429009,2025.531539,31.70639333,64.14689667,12.5,11.5,13,12.5,11.5,11,11
10429011,2025.533337,31.66614333,64.16746167,9,25,9,9.5,9,11,11
10429015,2025.535624,31.66642,64.16602667,13,13,13,13,13,15,13
10430001,2025.611069,31.66775667,64.16027167,10.5,9.5,11,10.5,9.5,11,11
10430002,2025.611769,31.66869667,64.1661,10.5,9.5,11,10.5,9.5,11,11
10430003,2025.612342,31.66581333,64.15850167,11.5,9.5,11,11.5,9.5,11,11
10430004,2025.612734,31.65616333,64.15334333,13,12,12,13,12,12,12
