"Processed MLD data kindly provided to me by staff at BIOS: Dominic Smith, Rodney Johnson, Nicholas Bates.",,,,,,,,,,
,,,,,,,,,,
Cast ID,Decimal Year,Cast Latitude,Cast Longitude,MLD (T alg.),MLD (S alg),MLD (rho alg),MLD (T threshold),MLD (rho threshold),Column10,Column11
10214005,2006.602226,31.66298333,64.15716667,12.5,11,11,12.5,11,11,11
10214006,2006.602869,31.66625,64.16663333,16,14,13,16,14,13,13
10214007,2006.603491,31.66543333,64.1578,15.5,14.5,12,15.5,14.5,12,12
10214008,2006.604342,31.6773,64.16735,22.5,19.5,26,22.5,19.5,16,14
10214009,2006.604804,31.67503333,64.2286,19.5,17.5,24,19.5,17.5,14,14
10214010,2006.605565,31.67111667,64.25451667,29,28,29,29,28,25,23
10215002,2006.676819,31.66448333,64.1694,22.5,19,24,22.5,19,20,18
10215003,2006.677405,31.64953333,64.21785,26,22.5,26,26,22.5,24,20
10215004,2006.677757,31.66256667,64.16486667,26,26,23,26,23,24,22
10215005,2006.678659,31.66601667,64.16676667,21,17,17,21,19,11,11
10215006,2006.679521,31.66725,64.22941667,13,11,11,13,11,11,11
10215007,2006.680263,31.66525,64.16743333,25.5,12,27,25.5,12,13,11
10215008,2006.68051,31.66808333,64.16998333,26,13,27,26,13,13,11
10215009,2006.681054,31.64133333,64.1847,29.5,29,13.5,29.5,13.5,11,11
10215010,2006.681524,31.61151667,64.1932,24,11,31,24,11,11,11
10215012,2006.682875,31.66973333,64.16163333,20.5,12,12,20.5,12,12,12
20215003,2006.704994,31.66541667,64.1518,43,36,36,37,36,11,11
30215002,2006.739857,31.6669,64.16553333,45.5,17.5,17.5,45.5,17.5,15,13
30215003,2006.741526,31.66106667,64.1722,43,38,44,43,38,22,12
30215006,2006.744033,31.66186667,64.16493333,38.5,37,28.5,38.5,28.5,21,11
10216001,2006.772709,31.5844,64.16958333,18.5,14.5,14,18.5,14.5,16,14
10216002,2006.772856,31.665,64.1654,30.5,30,30,30.5,30,28,22
10216003,2006.773139,31.66918333,64.16705,25,25,25,25.5,25,25,25
10216004,2006.773653,31.66785,64.16928333,50,40,40,41.5,40,40,14
10216005,2006.774104,31.67041667,64.1695,39,39,38.5,40,38.5,37,37
10216006,2006.774734,31.67276667,64.1641,30.5,21.5,33,30.5,21.5,13,11
10216007,2006.776157,31.67141667,64.17108333,28,26,20.5,29,20.5,22,16
10216008,2006.776499,31.66788333,64.16611667,28,36,28,35.5,28,30,28
10216009,2006.77675,31.66831667,64.16606667,33,31,27.5,33.5,27.5,29,11
10216010,2006.777009,31.66661667,64.16923333,31,25,21.5,31,21.5,25,11
10216011,2006.777203,31.67105,64.17085,28,26,26,28,27,12,12
10216012,2006.778099,31.6666,64.16316667,35.5,35,33,35.5,35,29,33
10216013,2006.778291,31.66731667,64.16583333,29.5,27,27,29.5,30,21,19
10216014,2006.778904,31.67538333,64.17038333,28,27,27,28,27.5,25,25
10216015,2006.779176,31.66163333,64.16693333,27,23,25,27,25,25,25
10216016,2006.77958,31.67616667,64.16566667,30,28,28,30.5,28,30,12
10216017,2006.779973,31.70005,64.16865,41,38,40,41,38,14,14
10216018,2006.780287,31.67431667,64.17976667,39,39,35.5,39,35.5,33,23
10216019,2006.780491,31.70461667,64.16141667,47,41,41,47.5,42.5,43,41
10216020,2006.780791,31.6675,64.16626667,36,36,36,37,36,32,32
10216021,2006.780999,31.66668333,64.16588333,36,36,36,36.5,36,36,20
50037003,2006.798,31.66728333,64.16571667,39,39,39,41,41,41,15
50037004,2006.79836,31.66625,64.1703,39,41,39,39,39,41,19
50037026,2006.826105,31.66376667,64.16251667,61,61,61,62,61.5,61,61
10217001,2006.846691,31.59761667,64.16385,81,495,81,81.5,81,83,73
10217002,2006.846893,31.66731667,64.16973333,45,71,71,72.5,71.5,73,73
10217003,2006.850546,31.67415,64.1621,81,79.5,81,81,79.5,79,19
10217004,2006.851092,31.67045,64.15828333,71,71,69.5,71,69.5,71,67
10217005,2006.851465,31.6655,64.1736,78,78,76.5,78,76.5,78,74
10217006,2006.852869,31.66893333,64.16963333,72,70,70,72,70.5,72,56
10217007,2006.853299,31.65168333,64.15393333,78,76.5,78,78,76.5,76,24
10217008,2006.853662,31.64613333,64.17381667,76,76,76,77.5,76,76,52
10217009,2006.85406,31.6606,64.20563333,66,65.5,66,67.5,65.5,66,64
10217010,2006.854366,31.66041667,64.22115,73,471,73,75,73,75,59
10217011,2006.858691,31.6676,64.16606667,76,74,73,76,73,74,62
10217013,2006.859844,31.66246667,64.15958333,84,81,84,85.5,81,78,30
20217001,2006.909905,31.66548333,64.16655,102,80,72,102,80,82,18
20217002,2006.911223,31.66065,64.18761667,86,81.5,81.5,87,81.5,84,78
10218002,2006.924376,31.66506667,64.1684,110,108,106,110.5,108,108,14
10218003,2006.925164,31.66936667,64.16351667,116,49,49,111,49,46,24
10218004,2006.925561,31.6776,64.15888333,40,39,39,70.5,39,40,32
10218005,2006.92683,31.6752,64.16255,63,65,65,77,65,63,55
10218006,2006.927646,31.63911667,64.17276667,31,34.5,29,58.5,34.5,31,29
10218007,2006.927974,31.62638333,64.1495,31,31.5,31.5,60,31.5,31,21
10218009,2006.92989,31.65868333,64.16715,104,97,97,103.5,97,98,24
10219002,2007.074854,31.66738333,64.16261667,147,148,148,149.5,148,147,51
10219003,2007.075245,31.65948333,64.15915,140,139.5,139.5,142.5,139.5,112,86
10219004,2007.076083,31.66946667,64.16923333,149,148.5,148.5,149,148.5,49,51
10219005,2007.083276,31.66808333,64.16143333,97,113,97,118,134.5,97,97
10219007,2007.085875,31.65886667,64.16801667,172,171.5,171.5,173.5,171.5,166,42
10219008,2007.086214,31.65953333,64.18105,168,167.5,167.5,170,167.5,158,156
10220001,2007.140885,31.66868333,64.1604,152,152.5,152,153,152.5,150,26
10220002,2007.141147,31.6636,64.1712,140,140,140,140.5,140,138,138
10220003,2007.141699,31.66861667,64.16488333,161,159,159,160.5,159,157,155
10220004,2007.142072,31.66631667,64.16755,150,152,150,152.5,152,150,50
10220005,2007.143345,31.66503333,64.16791667,149,147.5,147.5,149,147.5,141,11
10220006,2007.143691,31.65825,64.16326667,151,153,151,153.5,153,149,147
10220007,2007.144091,31.62865,64.19293333,153,154,153,155,154,153,153
10220008,2007.144368,31.6291,64.193,146,148,148,150,148,138,30
10220009,2007.145141,31.58983333,64.20033333,173,175.5,173,176,175.5,175,173
20220001,2007.178103,31.66115,64.16661667,103,114.5,99,158,114.5,103,99
20220002,2007.178303,31.66101667,64.15543333,82,167,82,195.5,167,140,40
20220003,2007.178957,31.66613333,64.17118333,177,178,178,178.5,178,169,169
20220004,2007.179606,31.65058333,64.20436667,85,180,85,180,180,175,13
10221001,2007.213794,31.605,64.16383333,194,195.5,194,197.5,195.5,188,82
10221003,2007.215082,31.66325,64.16341667,184,183,183,185,183,130,112
10221004,2007.215839,31.66843333,64.16846667,11,125,11,150,125,11,11
10221005,2007.216857,31.67193333,64.1658,157,165.5,157,167.5,165.5,163,119
10221006,2007.217245,31.66791667,64.1696,160,142.5,142.5,153.5,142.5,30,24
10221007,2007.217622,31.66878333,64.17036667,173,162,162,164.5,162,157,155
10221008,2007.218067,31.65761667,64.21945,196,184,184,188.5,184,184,32
10221012,2007.220225,31.66913333,64.1694,159,156,156,158,156,129,125
10221013,2007.221083,31.66871667,64.17383333,153,130,130,143,130,19,19
20221001,2007.251815,31.66863333,64.16471667,12,15,12,157.5,15,12,12
20221002,2007.251884,31.66796667,64.16595,12,16,12,157,16,12,12
20221003,2007.253206,31.66875,64.16845,141,147.5,141,148,147.5,41,41
20221004,2007.253387,31.68198333,64.16545,148,149,146,149.5,149,40,40
10222001,2007.283006,31.66358333,64.1662,27,25,27,28,27.5,23,19
10222002,2007.283379,31.5966,64.18305,24,24.5,24,25.5,24.5,24,24
10222003,2007.283691,31.66333333,64.16275,19,23.5,15,24,23.5,19,15
10222004,2007.284262,31.66385,64.16123333,35,37.5,35,38.5,37.5,33,15
10222005,2007.284323,31.66886667,64.17145,40,35,35,36.5,35,26,24
10222006,2007.285748,31.668,64.17148333,36,36,36,40,39.5,38,36
10222007,2007.286104,31.72275,64.22598333,33,33,33,35.5,35.5,35,35
10222012,2007.288682,31.68146667,64.16805,30,40,24,41.5,40,30,24
10222013,2007.288994,31.6711,64.16355,44,48.5,44,49.5,48.5,44,44
10223003,2007.371223,31.66326667,64.15791667,45,45,45,46,45,43,43
10223004,2007.372024,31.66398333,64.17488333,42,34,34,36.5,34,12,12
10223002,2007.372247,31.6659,64.16538333,35,35,35,37,36,35,35
10223005,2007.372462,31.64946667,64.15618333,33,33,33,34,33,11,11
10223006,2007.373516,31.6681,64.12286667,44,43,44,44.5,43,42,32
10223007,2007.373742,31.6526,64.12161667,43,41,43,44,43,39,39
10223011,2007.376412,31.63935,64.11876667,21,22.5,21,23.5,22.5,21,21
10224002,2007.464296,31.66611667,64.16788333,14,13,14,15,13,12,12
10224003,2007.465249,31.66633333,64.16233333,28,12.5,12.5,14,12.5,12,12
10224004,2007.465476,31.671,64.167,15,11,15,13.5,11,11,11
10224006,2007.466794,31.66741667,64.1663,13.5,11.5,14,13.5,11.5,12,12
10224007,2007.46714,31.6665,64.16633333,12,12.5,14,14,12.5,12,12
10224008,2007.467839,31.66533333,64.16516667,12,12,14,13.5,12,12,12
10224012,2007.469985,31.6525,64.19583333,18,13.5,13.5,14.5,13.5,14,12
10224013,2007.470588,31.65016667,64.237,31,11.5,11.5,13.5,11.5,11,11
10224014,2007.471062,31.66635,64.25401667,32,11.5,11.5,12.5,11.5,12,12
10224015,2007.472118,31.66266667,64.16766667,14,11.5,11.5,15,11.5,12,12
10225003,2007.544271,31.66503333,64.16796667,9.5,9,9,9.5,9,11,11
10225004,2007.544612,31.64766667,64.16986667,0,0,0,9.5,9,11,11
10225006,2007.546183,31.6675,64.17266667,10,9.5,11,10,9.5,11,11
10225007,2007.546807,31.6841,64.2013,11.5,10.5,11,11.5,10.5,11,11
10225008,2007.547293,31.68521667,64.2257,10.5,9.5,11,10.5,9.5,11,11
10225009,2007.547785,31.68145,64.25945,13.5,12.5,14,13.5,12.5,12,12
10225010,2007.548525,31.66798333,64.16818333,9,487,9,10,9,11,11
10225012,2007.548811,31.67341667,64.167,10,9.5,9.5,10,9.5,11,11
10225013,2007.549058,31.67088333,64.16966667,13,12,14,13,12,12,12
10225014,2007.549435,31.66823333,64.16948333,11,10,10,11,10,12,12
10226003,2007.612405,31.66998333,64.16765,17.5,16.5,16,17.5,16.5,16,16
10226004,2007.612831,31.67115,64.17561667,21,20,24,21,20,12,12
10226013,2007.622907,31.66698333,64.16571667,17.5,12.5,19,17.5,12.5,11,11
10226014,2007.623297,31.67006667,64.17235,19,17,19,19,17,17,11
10226015,2007.62363,31.67036667,64.16298333,23,23,21.5,23,21.5,11,11
10226016,2007.62438,31.66893333,64.1671,17.5,10.5,21,17.5,10.5,11,11
10226017,2007.624559,31.6701,64.16525,18,11,21,18,11,11,11
10226018,2007.625527,31.68006667,64.16988333,19,12.5,21,19,12.5,11,11
10226019,2007.625715,31.67788333,64.16355,21,18.5,24,21,18.5,14,12
10226020,2007.62609,31.70171667,64.19153333,20.5,19,21,20.5,19,15,11
10226021,2007.626608,31.7207,64.21763333,17.5,15.5,18,17.5,15.5,12,12
10226024,2007.628322,31.66715,64.15048333,15,13,12,15,13,12,12
10227001,2007.679606,31.58526667,64.16726667,32,27.5,34,34,27.5,12,12
10227002,2007.680375,31.66903333,64.16651667,29,29,31,34,33,35,31
10227003,2007.680689,31.66766667,64.169,31,29,29,31,29,27,27
10227004,2007.681602,31.66861667,64.16583333,32,32,31,32,31,32,32
10227006,2007.683219,31.66958333,64.16868333,36,36,35.5,36.5,35.5,36,18
10227008,2007.684384,31.67195,64.16816667,34,34,34,35.5,34,28,28
10227009,2007.685862,31.67616667,64.16791667,36,36,35,36,35,34,32
10228002,2007.760523,31.66438333,64.16875,47,47,45.5,47,45.5,47,31
10228003,2007.760738,31.66736667,64.16418333,48,48,48,48,48,48,12
10228005,2007.762593,31.6757,64.18721667,46,46,44.5,46,44.5,42,20
10228006,2007.763269,31.68748333,64.22266667,43,42,43,43,42,43,43
10228007,2007.763748,31.68316667,64.25698333,44,44,41.5,44,41.5,28,28
10228011,2007.766541,31.66766667,64.16395,48,48,46,48,46,12,12
50039004,2007.805799,31.66503333,64.16501667,65,35,35,41.5,35,33,13
10229004,2007.866895,31.58545,64.16665,73,72.5,73,75,72.5,73,47
10229005,2007.867314,31.66743333,64.16711667,64,62,62,64.5,62.5,64,62
10229009,2007.869701,31.64551667,64.16706667,67,65,67,67.5,65,65,57
10229010,2007.870082,31.61805,64.14238333,72,64,70,66,64,52,32
10229013,2007.87227,31.6661,64.16411667,78,74,70,79,70,46,32
10229014,2007.872437,31.66278333,64.1704,79,75,74,79,74,41,41
10230001,2007.927017,31.66641667,64.16491667,67.5,67,69,67.5,67,67,11
10230003,2007.927806,31.66666667,64.16495,83,85,83,83.5,83,81,79
10230006,2007.92977,31.6643,64.15843333,80,79,80,80,79,80,22
10230007,2007.929983,31.66308333,64.17113333,76,76,76,77.5,76.5,76,18
10230008,2007.930491,31.69343333,64.18753333,76,74.5,78,76,74.5,76,12
10230009,2007.930978,31.711,64.19781667,84,84,82.5,84,82.5,84,28
10230010,2007.93265,31.66798333,64.17281667,72,72,72,73.5,72,66,18
10231002,2008.039399,31.66106667,64.16028333,74,91.5,74,103,91.5,76,12
10231003,2008.039853,31.66485,64.16411667,89,101.5,89,107.5,101.5,89,89
10231004,2008.040883,31.66408333,64.16385,87,93.5,93.5,94.5,93.5,87,67
10231006,2008.045329,31.61431667,64.1629,122,124.5,122,125.5,124.5,122,102
10232002,2008.114955,31.66688333,64.17165,43,73.5,27,71,73.5,43,27
10232004,2008.115929,31.66871667,64.1753,27,56,13,65,56,27,13
10232005,2008.116486,31.65846667,64.18736667,32,38,32,49.5,38,32,32
10232006,2008.116938,31.63703333,64.20145,26,35.5,20,37,35.5,26,20
10232007,2008.117321,31.62963333,64.23996667,19,53.5,19,85.5,53.5,19,19
10232009,2008.11863,31.66933333,64.16601667,36,64.5,12,68,64.5,36,12
10232010,2008.118978,31.67008333,64.16598333,120,85.5,85.5,95.5,85.5,62,60
20232001,2008.144695,31.66631667,64.16743333,61,66.5,61,96.5,66.5,65,21
20232002,2008.145727,31.6666,64.16396667,25,43,23,64,43,25,23
20232003,2008.146414,31.66665,64.19116667,30,31,31,43,31,30,18
20232004,2008.146839,31.62585,64.24436667,21,28,28,33.5,28,21,11
10233003,2008.197666,31.65341667,64.17156667,42,101,100,102,101,46,16
10233004,2008.197932,31.67133333,64.1701,39,93,93,95.5,95,39,39
10233005,2008.198569,31.66235,64.18545,38,43,43,46.5,43,38,12
10233006,2008.19904,31.65388333,64.20278333,16,39,16,42,39,16,16
10233007,2008.199438,31.64895,64.21646667,34,44.5,34,46.5,44.5,34,34
10233008,2008.200391,31.66401667,64.16318333,87,87.5,87,87.5,87.5,85,17
10233009,2008.200579,31.6648,64.159,81,81.5,81,82,81.5,79,79
10233010,2008.200888,31.66773333,64.1677,77,77,77,77.5,77,77,75
10233011,2008.201613,31.67035,64.19628333,12,76.5,12,79,76.5,12,12
10233013,2008.203271,31.67101667,64.1668,69,68,68,68.5,68,63,49
20233001,2008.229383,31.66775,64.1651,18,28,12,32,28,18,12
20233002,2008.230248,31.66621667,64.16465,22,30.5,14,34.5,30.5,22,14
20233003,2008.230675,31.67366667,64.16183333,34,34.5,34.5,46,34.5,34,12
20233004,2008.231225,31.69388333,64.17613333,35,42,31,58,42,35,31
20233005,2008.232387,31.70466667,64.21355,135,79.5,79.5,136.5,79.5,77,67
10234001,2008.286183,31.6589,64.1619,12,26,12,30,26,12,12
10234002,2008.286697,31.66155,64.15676667,39,37.5,37.5,40.5,37.5,19,19
10234003,2008.287656,31.66025,64.16048333,31,34,31,35.5,34,31,29
10234006,2008.288489,31.66153333,64.1217,39,39,37,41,39,29,15
10234011,2008.290595,31.6736,64.1617,34,15,12,43,15,14,12
10234013,2008.291113,31.66801667,64.1676,12,12,12,34,15,12,12
10234015,2008.29338,31.66035,64.15661667,30,30.5,28,41.5,30.5,30,26
10235001,2008.407127,31.5844,64.16581667,33,14.5,14.5,20.5,14.5,11,11
10235003,2008.408071,31.66958333,64.1667,33,18.5,18.5,29.5,18.5,13,11
10235004,2008.408436,31.66618333,64.16741667,28,13.5,13.5,24,13.5,12,12
10235005,2008.409231,31.66541667,64.1654,27,17.5,17.5,25.5,17.5,17,17
10235006,2008.410259,31.61238333,64.12115,30,14.5,14.5,19.5,14.5,12,12
10235007,2008.410519,31.66343333,64.16651667,37,11,11,14,11,11,11
10235008,2008.410764,31.67128333,64.1658,14,9,11,14,11,11,11
10235009,2008.411316,31.67971667,64.15176667,42,13,13,18,13,12,12
10235011,2008.412297,31.69661667,64.1781,27,12,12,15,12,11,11
10235013,2008.41365,31.66703333,64.16668333,12,11,11,13.5,11,12,12
10235015,2008.414798,31.63996667,64.12951667,12,12,12,16.5,12,12,12
10236001,2008.472585,31.66558333,64.1667,20,18,20,20,18,12,12
10236002,2008.473368,31.66756667,64.16641667,18.5,11.5,22,18.5,11.5,12,12
10236004,2008.474165,31.68063333,64.14963333,22,14.5,22,22,14.5,12,12
10236005,2008.474639,31.66671667,64.15993333,19,10.5,21,19,10.5,11,11
10236006,2008.475307,31.72896667,64.17645,18.5,11,12,18.5,11,12,12
10236007,2008.476336,31.66668333,64.15575,11,9.5,11,11,9.5,11,11
10236008,2008.476679,31.6661,64.16266667,19,13,13,19,13.5,11,11
10236009,2008.477641,31.68645,64.18866667,12.5,11,12,12.5,11,12,12
10236012,2008.478977,31.66768333,64.16156667,11,10.5,10.5,11,10.5,12,12
10237003,2008.538502,31.66246667,64.16713333,0,0,0,11,10.5,12,12
10237004,2008.539202,31.66491667,64.17936667,12,12,12,13.5,12,12,12
10237006,2008.541904,31.66866667,64.17108333,32,30,17,32,30,27,17
10237007,2008.542187,31.66696667,64.16808333,29,25,22,29,25,24,22
10237009,2008.544484,31.66761667,64.16581667,12,12,12,14,12,12,12
10237014,2008.547365,31.67188333,64.16745,11.5,10.5,10.5,11.5,10.5,12,12
10237015,2008.547769,31.67036667,64.17991667,35,15.5,15.5,17,15.5,15,13
10237018,2008.550144,31.67083333,64.16486667,13,13,13,13.5,13,11,11
10238004,2008.613663,31.67188333,64.16321667,21,19,21,21.5,21,21,11
10238006,2008.615678,31.66443333,64.17096667,21,20.5,21,21,20.5,21,11
10238009,2008.618228,31.66443333,64.17096667,19,23,19,19,19,19,15
10238011,2008.618966,31.62848333,64.20315,19,25,19,20.5,19,19,11
10238014,2008.621148,31.66393333,64.16686667,22,19.5,23,22,19.5,19,13
10239002,2008.692247,31.66303333,64.1684,14,12.5,11,14,12.5,11,11
10239005,2008.693319,31.66503333,64.16695,22,12,26,22,12,12,12
10239006,2008.693473,31.66661667,64.1689,20,14,26,20,14,12,12
10239009,2008.697473,31.66618333,64.16686667,12.5,12,11,12.5,11,12,12
10239010,2008.697708,31.65273333,64.18948333,15.5,11,10.5,15.5,10.5,11,11
10239011,2008.698203,31.63443333,64.22045,14.5,10,10,14.5,11,12,12
10239014,2008.699531,31.6655,64.16533333,11.5,10.5,12,11.5,10.5,12,12
10239018,2008.70285,31.66791667,64.17201667,21.5,18.5,24,21.5,18.5,20,14
10240003,2008.767033,31.65296667,64.2093,40,39,40,40.5,39,40,20
10240004,2008.767706,31.66658333,64.16993333,37.5,37,39,37.5,37,37,13
10240005,2008.768448,31.66681667,64.16746667,43,47,43,43.5,43,43,19
10240006,2008.768684,31.66573333,64.16573333,38,46,38,38,38,38,18
10240008,2008.771247,31.66796667,64.1637,40.5,40,42,40.5,40,40,26
10240009,2008.771473,31.65141667,64.16963333,26,26,26,38.5,37.5,34,34
10240010,2008.772004,31.6612,64.1691,41,487,41,41.5,41,41,41
10240011,2008.772549,31.6625,64.19376667,38,38,38,41,39,40,12
10240012,2008.772898,31.67435,64.2411,40,498,40,41,40,38,22
10240013,2008.773915,31.66585,64.16221667,42.5,42,44,42.5,42,42,30
10240014,2008.774146,31.66128333,64.17148333,35,35,35,42,41,35,17
50042003,2008.791781,31.65926667,64.1666,49.5,47,51,49.5,47,11,11
50042026,2008.824063,31.66678333,64.16715,60.5,60.5,62,60.5,60.5,30,40
10241004,2008.856225,31.66506667,64.16553333,67,77,67,67.5,67,67,67
10241005,2008.856548,31.66636667,64.16791667,79.5,78.5,80,79.5,78.5,78,78
10241006,2008.857286,31.66643333,64.16555,79.5,50.5,50.5,79.5,50.5,12,12
10241007,2008.858789,31.66681667,64.17076667,65,65,65,76,70.5,59,57
10241009,2008.859521,31.64566667,64.15748333,76,72,76,76,72,60,58
10241010,2008.859963,31.6304,64.1618,60,57,78,75,57,18,16
10241011,2008.860257,31.6142,64.15005,60,59,76,72.5,59,52,12
10241013,2008.86168,31.66473333,64.16988333,39,44,49,76,44,39,11
10241019,2008.868928,31.6657,64.16878333,73,67,67,74,67.5,33,35
10242003,2008.955094,31.59633333,64.15566667,135,133.5,133.5,135.5,133.5,135,15
10242004,2008.955487,31.66383333,64.16633333,121,121,121,122.5,121,123,113
10242005,2008.957218,31.66683333,64.16666667,111,111,111,112.5,111.5,111,19
10242006,2008.957901,31.66583333,64.16433333,114,114.5,114,115.5,114.5,116,104
10242007,2008.95835,31.66516667,64.16566667,122,122,122,123.5,122,122,116
10243001,2009.104043,31.58651667,64.17125,140,143,140,144,143,140,18
10243002,2009.105584,31.66188333,64.16775,140,140,140,141,140.5,94,96
10243003,2009.106381,31.66903333,64.16656667,151,151,151,151,151,149,19
10243005,2009.107766,31.66318333,64.1617,134,132,134,134.5,134,128,128
10243006,2009.108447,31.64735,64.17481667,143,143,143,145,145,143,143
20243002,2009.14344,31.6695,64.16433333,176,178,178,178.5,178,30,24
20243003,2009.144197,31.6889,64.17646667,169,170.5,169,171,170.5,155,149
20243004,2009.14454,31.69408333,64.18023333,166,168,166,169,168,162,162
20243006,2009.145068,31.68078333,64.18941667,164,164,164,167,166.5,166,94
20244002,2009.17626,31.66658333,64.16733333,153,160.5,157,161.5,160.5,139,13
20244003,2009.17626,31.67591667,64.1963,171,172.5,171,173,172.5,167,107
20244004,2009.177635,31.66731667,64.20138333,177,183.5,177,185,183.5,163,11
20244005,2009.177964,31.66811667,64.22995,168,171,168,172,171,168,112
10244002,2009.206514,31.66391667,64.16665,35,40.5,31,43.5,40.5,35,31
10244003,2009.206882,31.66291667,64.17155,21,26.5,21,25.5,26.5,21,21
10244004,2009.207618,31.61086667,64.20633333,16,26,14,30.5,26,16,14
10244005,2009.210921,31.66626667,64.16791667,77,95.5,77,98,95.5,77,31
10244006,2009.211825,31.66975,64.1694,56,120.5,56,154.5,120.5,86,36
10244007,2009.212049,31.66535,64.16873333,38,99.5,38,99.5,99.5,74,62
10244008,2009.212449,31.66571667,64.16991667,92,110,76,113.5,118.5,92,76
10244010,2009.213371,31.67006667,64.16291667,12,118,12,172,118,12,12
10244011,2009.2136,31.66845,64.16976667,12,134.5,12,163,134.5,12,12
10244012,2009.214365,31.6751,64.25423333,192,134.5,134.5,181,134.5,98,40
20245001,2009.243845,31.66095,64.16573333,57,60,57,60.5,60,59,29
20245002,2009.247321,31.66681667,64.16861667,55,70,55,70,70,55,55
20245003,2009.247692,31.66681667,64.16861667,61,79.5,74.5,74.5,79.5,61,13
20245004,2009.248052,31.6899,64.19518333,82,99,82,98.5,99,82,82
10245003,2009.285261,31.66983333,64.16375,52,48.5,48.5,52,48.5,12,12
10245004,2009.28586,31.6655,64.16451667,21,65,21,66,65,21,21
10245005,2009.28653,31.7033,64.09523333,98,79.5,79.5,81.5,79.5,12,12
10246002,2009.368154,31.59195,64.15713333,35,35,35,37,37,35,35
10246003,2009.368655,31.66993333,64.15981667,30,31.5,30,32,31.5,30,30
10246004,2009.370681,31.66761667,64.16548333,46,48.5,46,49.5,48.5,48,28
10246005,2009.371351,31.62566667,64.16563333,43,45,43,45.5,45,39,39
10246008,2009.373389,31.66668333,64.16566667,47,45,47,47.5,47.5,45,11
10246009,2009.373569,31.66618333,64.16761667,44,46,46,49.5,49.5,46,40
10246015,2009.377987,31.66483333,64.16175,11,41.5,11,45,41.5,11,11
10246016,2009.379572,31.66293333,64.16761667,19,36.5,11,38,36.5,19,11
10246017,2009.379777,31.67256667,64.16351667,39,30.5,30.5,37,30.5,11,11
10246018,2009.380202,31.66578333,64.16808333,29.5,19.5,0,29.5,19.5,12,12
10246019,2009.380403,31.666,64.16761667,11,12,0,16,12,11,11
10246020,2009.380635,31.66626667,64.16815,12,19,0,21.5,19,12,12
10246021,2009.380883,31.66165,64.16621667,13,18.5,0,22,18.5,13,11
10246022,2009.381267,31.66551667,64.16825,15,20,0,37.5,20,15,13
10247003,2009.439916,31.66538333,64.16896667,12.5,12,10.5,12.5,10.5,12,12
10247004,2009.44054,31.666,64.16425,10,16,10,10.5,10,12,12
10247006,2009.441849,31.66311667,64.16748333,11,9,9,11,9.5,11,11
10247008,2009.443689,31.68468333,64.17991667,14,14,12,14,12,12,12
61134005,2009.505261,31.66611667,64.16606667,20,18,17,20,18,17,17
10248003,2009.533135,31.66568333,64.16735,20,19.5,22,20,19.5,18,16
10248004,2009.533767,31.66448333,64.1675,19,16,23,19,16,13,11
10248007,2009.535008,31.66665,64.16613333,14,13,13,14,13,13,13
10248008,2009.53575,31.63881667,64.16951667,13,11.5,15,13,11.5,13,11
10248009,2009.536279,31.62031667,64.17346667,17,11.5,23,17,11.5,11,11
10248011,2009.536802,31.58486667,64.17355,15,12.5,12,15,12.5,12,12
10248012,2009.536998,31.58493333,64.16891667,16,13.5,20,16,13.5,12,12
10248014,2009.538573,31.66821667,64.16701667,23,9.5,9.5,21.5,9.5,11,11
10248027,2009.545569,31.6704,64.16561667,11,10,10,12,10,11,11
10248028,2009.545784,31.6687,64.16648333,38,11.5,11.5,18,11.5,12,12
10249001,2009.616326,31.58416667,64.16756667,19,12.5,23,19,12.5,11,11
10249003,2009.617477,31.66678333,64.16613333,14,12.5,14,14,12.5,12,12
10249004,2009.618501,31.6675,64.16496667,14,12,11,14,12,11,11
10249005,2009.619876,31.66736667,64.16468333,12.5,11,11,12.5,11,11,11
10249006,2009.620219,31.66138333,64.16188333,17.5,16.5,14,17.5,16.5,14,14
10249007,2009.620683,31.62925,64.17805,13,12,12,13,12,12,12
10249010,2009.622959,31.66583333,64.16296667,23,22.5,23,23,22.5,19,19
10249011,2009.623301,31.6668,64.16566667,22,31,22,22,22,21,21
10249015,2009.625694,31.66615,64.16703333,14.5,12.5,12,14.5,12.5,12,12
10250002,2009.692473,31.66543333,64.16721667,40.5,22.5,44,40.5,22.5,12,12
10250003,2009.694996,31.66946667,64.1661,42,26,26,30.5,26,12,12
10250004,2009.696697,31.66566667,64.16673333,27,19,34,27,19,12,12
10250005,2009.697487,31.66893333,64.12918333,18,11.5,11,18,11.5,11,11
10251001,2009.770356,31.58356667,64.16413333,49,49,49,49.5,49,49,35
10251003,2009.771208,31.66666667,64.16658333,52,50.5,50.5,52,50.5,52,52
10251004,2009.772211,31.66668333,64.16835,45,47,45,46,45,45,23
10251005,2009.773409,31.66723333,64.15,36.5,41,33,36.5,47,33,33
10251006,2009.774081,31.6839,64.1785,43,46.5,45,51.5,46.5,11,45
10251007,2009.775013,31.68275,64.18405,12,15.5,12,19.5,15.5,12,12
50044022,2009.825481,31.66278333,64.16638333,76,68,70,72.5,68,66,12
50044023,2009.826081,31.6675,64.16585,77,55,55,65,55,51,49
10252001,2009.849454,31.60598333,64.18031667,37,37,37,52,47.5,47,13
10252002,2009.850592,31.66711667,64.16703333,64,64.5,64,70,64.5,64,30
